,implemented fields,missing fields,clusters
googleapis.com:dns,11,4,2
googleapis.com:doubleclickbidmanager,11,4,2
googleapis.com:doubleclicksearch,11,4,2
googleapis.com:drive,11,4,2
googleapis.com:firebasedynamiclinks,11,4,2
googleapis.com:firebaseremoteconfig,10,5,1
googleapis.com:firebaserules,11,4,2
googleapis.com:firestore,11,4,2
googleapis.com:fitness,11,4,2
googleapis.com:fusiontables,11,4,2
googleapis.com:games,11,4,2
googleapis.com:gamesConfiguration,11,4,2
googleapis.com:gamesManagement,11,4,2
googleapis.com:genomics,11,4,2
googleapis.com:gmail,11,4,2
googleapis.com:groupsmigration,12,3,0
googleapis.com:groupssettings,11,4,2
googleapis.com:iam,11,4,2
googleapis.com:identitytoolkit,11,4,2
googleapis.com:kgsearch,10,5,1
googleapis.com:language,11,4,2
googleapis.com:licensing,11,4,2
googleapis.com:logging,11,4,2
googleapis.com:manufacturers,11,4,2
googleapis.com:mirror,11,4,2
googleapis.com:ml,11,4,2
googleapis.com:monitoring,11,4,2
googleapis.com:oauth2,11,4,2
googleapis.com:oslogin,11,4,2
googleapis.com:pagespeedonline,9,6,1
googleapis.com:partners,10,5,1
googleapis.com:people,11,4,2
googleapis.com:playcustomapp,12,3,0
googleapis.com:playmoviespartner,11,4,2
googleapis.com:plus,11,4,2
googleapis.com:plusDomains,11,4,2
googleapis.com:poly,10,5,1
googleapis.com:prediction,11,4,2
googleapis.com:proximitybeacon,11,4,2
googleapis.com:pubsub,11,4,2
googleapis.com:qpxExpress,10,5,1
googleapis.com:replicapool,11,4,2
googleapis.com:replicapoolupdater,11,4,2
googleapis.com:reseller,11,4,2
googleapis.com:resourceviews,11,4,2
googleapis.com:runtimeconfig,11,4,2
googleapis.com:safebrowsing,10,5,1
googleapis.com:script,11,4,2
googleapis.com:searchconsole,10,5,1
googleapis.com:serviceconsumermanagement,11,4,2
googleapis.com:servicecontrol,11,4,2
googleapis.com:servicemanagement,11,4,2
googleapis.com:serviceusage,11,4,2
googleapis.com:serviceuser,11,4,2
googleapis.com:sheets,11,4,2
googleapis.com:siteVerification,11,4,2
googleapis.com:slides,11,4,2
googleapis.com:sourcerepo,11,4,2
googleapis.com:spanner,11,4,2
googleapis.com:spectrum,10,5,1
googleapis.com:speech,11,4,2
googleapis.com:sqladmin,11,4,2
googleapis.com:storage,11,4,2
googleapis.com:storagetransfer,11,4,2
googleapis.com:streetviewpublish,11,4,2
googleapis.com:surveys,10,5,1
googleapis.com:tagmanager,11,4,2
googleapis.com:taskqueue,11,4,2
googleapis.com:tasks,11,4,2
googleapis.com:testing,11,4,2
googleapis.com:toolresults,11,4,2
googleapis.com:tpu,11,4,2
googleapis.com:tracing,11,4,2
googleapis.com:translate,11,4,2
googleapis.com:urlshortener,11,4,2
googleapis.com:vault,11,4,2
googleapis.com:videointelligence,11,4,2
googleapis.com:vision,11,4,2
googleapis.com:webfonts,10,5,1
googleapis.com:webmasters,11,4,2
googleapis.com:youtube,11,4,2
googleapis.com:youtubeAnalytics,11,4,2
googleapis.com:youtubereporting,11,4,2
gov.bc.ca:bcdc,11,4,2
gov.bc.ca:bcgnws,9,6,1
gov.bc.ca:geocoder,9,6,1
gov.bc.ca:geomark,8,7,3
gov.bc.ca:jobposting,8,7,3
gov.bc.ca:news,10,5,1
gov.bc.ca:open511,9,6,1
gov.bc.ca:router,11,4,2
graphhopper.com,11,4,2
greenpeace.org,9,6,1
gsa.gov,7,8,3
hackathonwatch.com,8,7,3
haloapi.com:metadata,9,6,1
haloapi.com:profile,8,7,3
haloapi.com:stats,9,6,1
haloapi.com:ugc,9,6,1
healthcare.gov,9,6,1
hetras-certification.net:booking,8,7,3
hetras-certification.net:hotel,8,7,3
hhs.gov,9,6,1
highwaysengland.co.uk,9,6,1
hsbc.com,8,7,3
icons8.com,8,7,3
idtbeyond.com,9,6,1
ijenko.net,13,2,0
illumidesk.com,10,5,1
import.io:data,10,5,1
import.io:extraction,11,4,2
import.io:rss,11,4,2
import.io:run,12,3,0
import.io:schedule,12,3,0
inboxroute.com,12,3,0
infermedica.com,9,6,1
instagram.com,11,4,2
instawell.com,9,6,1
iqualify.com,12,3,0
isbndb.com,8,7,3
isendpro.com,7,8,3
iva-api.com,10,5,1
je-apis.com,8,7,3
jirafe.com,11,4,2
jumpseller.com,10,5,1
just-eat.co.uk,7,8,3
koomalooma.com,11,4,2
kubernetes.io,8,7,3
landregistry.gov.uk:deed,8,7,3
launchdarkly.com,13,2,0
learnifier.com,8,7,3
letmc.com:basic-tier,8,7,3
letmc.com:customer,8,7,3
letmc.com:diary,8,7,3
letmc.com:free-tier,9,6,1
letmc.com:maintenance,9,6,1
letmc.com:reporting,9,6,1
link.fish,10,5,1
loganalytics.io:operationalinsights-OperationalInsights,12,3,0
lotadata.com,10,5,1
lufthansa.com:partner,9,6,1
lufthansa.com:public,10,5,1
lyft.com,13,2,0
magento.com,8,7,3
magick.nu,8,7,3
mandrillapp.com,9,6,1
mashape.com:geodb,12,3,0
mcw.edu,10,5,1
medium.com,10,5,1
miataru.com,9,6,1
microsoft.com:cognitiveservices-CustomSearch,11,4,2
microsoft.com:cognitiveservices-EntitySearch,11,4,2
microsoft.com:cognitiveservices-ImageSearch,11,4,2
microsoft.com:cognitiveservices-NewsSearch,11,4,2
microsoft.com:cognitiveservices-Prediction,9,6,1
microsoft.com:cognitiveservices-SpellCheck,12,3,0
microsoft.com:cognitiveservices-Training,8,7,3
microsoft.com:cognitiveservices-VideoSearch,11,4,2
microsoft.com:cognitiveservices-WebSearch,11,4,2
moonmoonmoonmoon.com,7,8,3
motaword.com,11,4,2
mozilla.com:kinto,9,6,1
nativeads.com,7,8,3
naviplancentral.com:factfinder,8,7,3
naviplancentral.com:plan,8,7,3
nba.com,7,8,3
neowsapp.com,10,5,1
netatmo.net,12,3,0
netlicensing.io,10,5,1
netlify.com,12,3,0
neutrinoapi.com,10,5,1
nfusionsolutions.biz,10,5,1
noosh.com,10,5,1
npr.org,13,2,0
nrel.gov:building-case-studies,10,5,1
nrel.gov:transportation-incentives-laws,10,5,1
nsidc.org,7,8,3
nytimes.com:archive,11,4,2
nytimes.com:article_search,11,4,2
nytimes.com:books_api,11,4,2
nytimes.com:community,11,4,2
nytimes.com:geo_api,11,4,2
nytimes.com:most_popular_api,12,3,0
nytimes.com:movie_reviews,11,4,2
nytimes.com:semantic_api,11,4,2
nytimes.com:times_tags,10,5,1
nytimes.com:timeswire,11,4,2
nytimes.com:top_stories,11,4,2
o2.cz:mobility,9,6,1
o2.cz:sociodemo,9,6,1
oceandrivers.com,8,7,3
omdbapi.com,11,4,2
openapi-converter.herokuapp.com,11,4,2
openbanking.org.uk,8,7,3
opencagedata.com,10,5,1
opendatasoft.com,12,3,0
openfintech.io,10,5,1
openstf.io,11,4,2
opentargets.io,9,6,1
orghunter.com,9,6,1
osf.io,7,8,3
osisoft.com,8,7,3
owler.com,11,4,2
oxforddictionaries.com,9,6,1
paccurate.io,8,7,3
pandorabots.com,9,6,1
passwordutility.net,8,7,3
patientview.org,9,6,1
paylocity.com,10,5,1
payments.service.gov.uk:payments,8,7,3
payrun.io,10,5,1
peel-ci.com,8,7,3
personio.de:authentication,9,6,1
personio.de:personnel,10,5,1
phila.gov:pollingplaces,8,7,3
polygon.io,9,6,1
postmarkapp.com:account,10,5,1
postmarkapp.com:server,10,5,1
posty-api.herokuapp.com,8,7,3
ptv.vic.gov.au,8,7,3
qualpay.com,11,4,2
quotes.rest,9,6,1
rbaskets.in,11,4,2
rebilly.com,14,1,0
receptive.io,11,4,2
refugerestrooms.org,8,7,3
reverb.com,11,4,2
ritc.io,10,5,1
ritekit.com,7,8,3
roaring.io,8,7,3
rottentomatoes.com,13,2,0
rummblelabs.com,7,8,3
runscope.com,12,3,0
salesloft.com,8,7,3
schooldigger.com,8,7,3
scrapewebsite.email,8,7,3
selectpdf.com,9,6,1
semantria.com,10,5,1
sendgrid.com,10,5,1
shipstation.com,7,8,3
simplyrets.com,10,5,1
slack.com,10,5,1
slicebox.local,10,5,1
slideroom.com,7,8,3
smart-me.com,7,8,3
solarvps.com,9,6,1
spectrocoin.com,10,5,1
spinbot.net,12,3,0
spinitron.com,11,4,2
spotify.com,11,4,2
squareup.com,10,5,1
stackexchange.com,9,6,1
staging-ecotaco.com,7,8,3
statsocial.com,11,4,2
stoplight.io,11,4,2
storecove.com,12,3,0
stripe.com,8,7,3
surrey.ca:open511,8,7,3
surrey.ca:trafficloops,8,7,3
swagger.io:generator,8,7,3
swaggerhub.com,9,6,1
synq.fm,9,6,1
taggun.io,9,6,1
taxamo.com,11,4,2
taxrates.io,10,5,1
tfl.gov.uk,8,7,3
thenounproject.com,9,6,1
thesmsworks.co.uk,10,5,1
thetvdb.com,12,3,0
traccar.org,12,3,0
transavia.com,10,5,1
trello.com,10,5,1
turbinelabs.io,11,4,2
tvmaze.com,11,4,2
twilio.com,9,6,1
twinehealth.com,11,4,2
twitter.com,6,9,3
tyk.com,6,9,3
uebermaps.com,9,6,1
vatapi.com,10,5,1
versioneye.com,8,7,3
vestorly.com,10,5,1
victorops.com,11,4,2
visagecloud.com,8,7,3
vocadb.net,6,9,3
voodoomfg.com,10,5,1
waag.org,8,7,3
watchful.li,9,6,1
waterlinked.com,9,6,1
wavecell.com,9,6,1
wealthport.com,9,6,1
weatherbit.io,8,7,3
weber-gesamtausgabe.de,10,5,1
whapi.com:accounts,12,3,0
whapi.com:bets,12,3,0
whapi.com:locations,12,3,0
whapi.com:numbers,11,4,2
whapi.com:sessions,10,5,1
whapi.com:sportsdata,10,5,1
who-hosts-this.com,10,5,1
wikimedia.org,9,6,1
windows.net:batch-BatchService,9,6,1
windows.net:graphrbac,11,4,2
winning.email,12,3,0
winsms.co.za,11,4,2
wmata.com:bus-realtime,8,7,3
wmata.com:bus-route,8,7,3
wmata.com:incidents,8,7,3
wmata.com:rail-realtime,8,7,3
wmata.com:rail-station,8,7,3
wordassociations.net,11,4,2
wordnik.com,11,4,2
wowza.com,14,1,0
wso2apistore.com:transform,7,8,3
xero.com,12,3,0
xkcd.com,9,6,1
yunbi.com,8,7,3
zalando.com,9,6,1
zappiti.com,9,6,1
zoom.us,14,1,0
zoomconnect.com,10,5,1
zuora.com,11,4,2
